@id,o:id,dcterms:title/0/@value,dcterms:identifier/0/@value,schema:foundingDate/0/@value,schema:homeLocation/0/value_resource_id,schema:homeLocation/0/display_title
http://jesuitplantationproject.org/api/items/1244,1244,John Henry,4214,1832-07-01,6,White Marsh
http://jesuitplantationproject.org/api/items/1245,1245,Edward Queen,4216,1832-10-21,6,White Marsh
http://jesuitplantationproject.org/api/items/1246,1246,Noble Moses,4218,1832-11-11,6,White Marsh
http://jesuitplantationproject.org/api/items/1247,1247,John Leonard Ferdinand,6178,1819-06-04,2,Newtown
http://jesuitplantationproject.org/api/items/1248,1248,Henry Rea,6179,1821-09-20,2,Newtown
http://jesuitplantationproject.org/api/items/1249,1249,Robert James,6180,1830-09-25,2,Newtown
http://jesuitplantationproject.org/api/items/1250,1250,Jane,6183,1831-04-03,2,Newtown
http://jesuitplantationproject.org/api/items/1251,1251,Mary Ann,6185,1831-07-31,2,Newtown
http://jesuitplantationproject.org/api/items/1252,1252,John Henry,6189,1832-02-19,2,Newtown
http://jesuitplantationproject.org/api/items/1253,1253,Louisa,6191,1832-09,2,Newtown
http://jesuitplantationproject.org/api/items/1254,1254,James Henry,6193,1832-11-15,2,Newtown
http://jesuitplantationproject.org/api/items/1255,1255,Elizabeth,6195,1833-02-28,2,Newtown
http://jesuitplantationproject.org/api/items/1256,1256,Mary,6000,1752-05,2,Newtown
http://jesuitplantationproject.org/api/items/1257,1257,Monica,6001,1752,2,Newtown
http://jesuitplantationproject.org/api/items/1259,1259,John,6003,1754,2,Newtown
http://jesuitplantationproject.org/api/items/1260,1260,Jaen,6004,1756,2,Newtown
http://jesuitplantationproject.org/api/items/1261,1261,Rose,6005,1758,2,Newtown
http://jesuitplantationproject.org/api/items/1262,1262,Ignatius,6006,1758,2,Newtown
http://jesuitplantationproject.org/api/items/1263,1263,Abraham,6007,1759,2,Newtown
http://jesuitplantationproject.org/api/items/1264,1264,Anastasia,6008,1759,2,Newtown
http://jesuitplantationproject.org/api/items/1265,1265,Moises,6009,1759,2,Newtown
http://jesuitplantationproject.org/api/items/1266,1266,Benjamin,6010,1760,2,Newtown
http://jesuitplantationproject.org/api/items/1267,1267,George,6011,1761,2,Newtown
http://jesuitplantationproject.org/api/items/1268,1268,Veronica,6012,1761,2,Newtown
http://jesuitplantationproject.org/api/items/1269,1269,Mary Anne,6013,1761,2,Newtown
http://jesuitplantationproject.org/api/items/1270,1270,Agnes,6014,1762,2,Newtown
http://jesuitplantationproject.org/api/items/1271,1271,Dreaden,6015,1762,2,Newtown
http://jesuitplantationproject.org/api/items/1272,1272,Henry,6016,1762,2,Newtown
http://jesuitplantationproject.org/api/items/1273,1273,Jacob,6017,1763,2,Newtown
http://jesuitplantationproject.org/api/items/1274,1274,Philip Carter,6018,1764,2,Newtown
http://jesuitplantationproject.org/api/items/1275,1275,Lucy,6019,1765,2,Newtown
http://jesuitplantationproject.org/api/items/1276,1276,Susanna,6020,1765,2,Newtown
http://jesuitplantationproject.org/api/items/1277,1277,Clare ,6021,1765,2,Newtown
http://jesuitplantationproject.org/api/items/1278,1278,Prudence,6022,1765-07-28,2,Newtown
http://jesuitplantationproject.org/api/items/1279,1279,Henrietta,6023,1765-09-15,2,Newtown
http://jesuitplantationproject.org/api/items/1280,1280,Cecilia,6024,1765,2,Newtown
http://jesuitplantationproject.org/api/items/1281,1281,Chedrick,6025,1766-06-14,2,Newtown
http://jesuitplantationproject.org/api/items/1282,1282,Francis,6026,1766-12-04,2,Newtown
http://jesuitplantationproject.org/api/items/1283,1283,Isaac,6027,1767-05-08,2,Newtown
http://jesuitplantationproject.org/api/items/1284,1284,William,6028,1768,2,Newtown
http://jesuitplantationproject.org/api/items/1285,1285,Peg ,6029,1769,2,Newtown
http://jesuitplantationproject.org/api/items/1286,1286,Bernard,6030,1769,2,Newtown
http://jesuitplantationproject.org/api/items/1287,1287,Henny,6068,1806-04-05,2,Newtown
http://jesuitplantationproject.org/api/items/1288,1288,John,6070,1807-11-07,2,Newtown
http://jesuitplantationproject.org/api/items/1289,1289,Bill Hill,6073,1809-08-16,2,Newtown
http://jesuitplantationproject.org/api/items/1290,1290,Abram,6075,1811-11-02,2,Newtown
http://jesuitplantationproject.org/api/items/1291,1291,Susan Plowden,6076,1812-02-23,2,Newtown
http://jesuitplantationproject.org/api/items/1292,1292,Jarret,6079,1814-07-01,2,Newtown
http://jesuitplantationproject.org/api/items/1293,1293,Charlotte,6080,1815-09,2,Newtown
http://jesuitplantationproject.org/api/items/1294,1294,Mary,6081,1815-12-25,2,Newtown
http://jesuitplantationproject.org/api/items/1295,1295,Julian,6082,1816-10-06,2,Newtown
http://jesuitplantationproject.org/api/items/1296,1296,Dick,6083,1811-02-24,2,Newtown
http://jesuitplantationproject.org/api/items/1297,1297,Grinfield Greenleaf,6084,1813,2,Newtown
http://jesuitplantationproject.org/api/items/1298,1298,Rosanne,6087,1814-06-09,2,Newtown
http://jesuitplantationproject.org/api/items/1299,1299,James  ,6088,1817,2,Newtown
http://jesuitplantationproject.org/api/items/1300,1300,Ferdinand Hill,6091,1819-05-03,2,Newtown
http://jesuitplantationproject.org/api/items/1301,1301,Sylvester Greenleaf,6092,1819-02-12,2,Newtown
http://jesuitplantationproject.org/api/items/1302,1302,Cristina,6093,1820-10-30,2,Newtown
http://jesuitplantationproject.org/api/items/1303,1303,Harriet,6094,1821-08-12,2,Newtown
http://jesuitplantationproject.org/api/items/1304,1304,Emeline Greenleaf,6095,1822-04-05,2,Newtown
http://jesuitplantationproject.org/api/items/1305,1305,Henry,6096,1823,2,Newtown
http://jesuitplantationproject.org/api/items/1306,1306,Eleanor,6097,1823,2,Newtown
http://jesuitplantationproject.org/api/items/1307,1307,Mary Greenleaf,6098,1826,2,Newtown
http://jesuitplantationproject.org/api/items/1308,1308,Lucrese,6099,1824-02-22,2,Newtown
http://jesuitplantationproject.org/api/items/1309,1309,Ritta,6100,1825-04-10,2,Newtown
http://jesuitplantationproject.org/api/items/1310,1310,Remus,6101,1821-09-19,2,Newtown
http://jesuitplantationproject.org/api/items/1311,1311,Miley Greenleaf,6102,1825,2,Newtown
http://jesuitplantationproject.org/api/items/1312,1312,Lucy Ann,6103,1827,2,Newtown
http://jesuitplantationproject.org/api/items/1313,1313,Ann ,6104,1827,2,Newtown
http://jesuitplantationproject.org/api/items/1314,1314,Joe,6105,1828-10-17,2,Newtown
http://jesuitplantationproject.org/api/items/1315,1315,Mary Jane,6106,1830-10-09,2,Newtown
http://jesuitplantationproject.org/api/items/1316,1316,Mary,6107,1831-03-03,2,Newtown
http://jesuitplantationproject.org/api/items/1317,1317,Alexius,6108,1825,2,Newtown
http://jesuitplantationproject.org/api/items/1318,1318,Priscilla Plowden,6109,1831-11-03,2,Newtown
http://jesuitplantationproject.org/api/items/1319,1319,Nicholas,6110,1831-12-12,2,Newtown
http://jesuitplantationproject.org/api/items/1320,1320,Gabe,6121,1783,2,Newtown
http://jesuitplantationproject.org/api/items/1321,1321,Anna,6124,1783,2,Newtown
http://jesuitplantationproject.org/api/items/1322,1322,Charles,6127,1784,2,Newtown
http://jesuitplantationproject.org/api/items/1323,1323,Judith,6130,1784,2,Newtown
http://jesuitplantationproject.org/api/items/1324,1324,William,6131,1786,2,Newtown
http://jesuitplantationproject.org/api/items/1325,1325,Raphael,6132,1786-07-09,2,Newtown
http://jesuitplantationproject.org/api/items/1326,1326,Peter,6133,1787-09-06,2,Newtown
http://jesuitplantationproject.org/api/items/1327,1327,Jacob,6134,1787-06,2,Newtown
http://jesuitplantationproject.org/api/items/1328,1328,Stephen,6135,1789-03-10,2,Newtown
http://jesuitplantationproject.org/api/items/1329,1329,Francis,6136,1789-08-10,2,Newtown
http://jesuitplantationproject.org/api/items/1331,1331,Mary,6142,1791,2,Newtown
http://jesuitplantationproject.org/api/items/1332,1332,Sarah,6143,1791,2,Newtown
http://jesuitplantationproject.org/api/items/1333,1333,Elizabeth,6144,1792,2,Newtown
http://jesuitplantationproject.org/api/items/1335,1335,William,6147,1793-08-14,2,Newtown
http://jesuitplantationproject.org/api/items/1336,1336,James,6150,1794-01-27,2,Newtown
http://jesuitplantationproject.org/api/items/1337,1337,Lucy,6152,1795-11-04,2,Newtown
http://jesuitplantationproject.org/api/items/1338,1338,Catharine,6153,1796-01,2,Newtown
http://jesuitplantationproject.org/api/items/1339,1339,Nicholas,6154,1796-04-16,2,Newtown
http://jesuitplantationproject.org/api/items/1340,1340,Ann,6155,1796-04-16,2,Newtown
http://jesuitplantationproject.org/api/items/1342,1342,Clare,6158,1796-12-22,2,Newtown
http://jesuitplantationproject.org/api/items/1343,1343,Ann Tebesca,7086,1765,,
http://jesuitplantationproject.org/api/items/1344,1344,Thomas Brown,7084,1833-10-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1345,1345,Molly Brown,7085,1833-10-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1346,1346,Mary,6069,1752,2,Newtown
http://jesuitplantationproject.org/api/items/1348,1348,Biby (Betsy and Bibiana) Plowden,6077,1789-11-02,2,Newtown
http://jesuitplantationproject.org/api/items/1349,1349,Esther Greenleaf,6086,1813,2,Newtown
http://jesuitplantationproject.org/api/items/1350,1350,Betsy,6165,1819-05-03,2,Newtown
http://jesuitplantationproject.org/api/items/1351,1351,Katy,2253,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1352,1352,Bob,2254,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1353,1353,Little Charly,2256,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1354,1354,Frederick,2257,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1355,1355,Little Harry,2258,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1356,1356,Jack,2259,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1357,1357,Sam,2260,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1358,1358,Watt (Wot) Campbell,2261,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1359,1359,Betty,2262,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1361,1361,Fil,2264,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1362,1362,Suckey,2265,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1363,1363,Biby,2266,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1364,1364,Dick,2267,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1366,1366,Lee,2269,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1367,1367,Kitty Walton,2270,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1368,1368,Betty,2271,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1369,1369,Daniel,2272,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1370,1370,Little Nelly,2273,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1371,1371,Mary,2274,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1372,1372,Gabe,2275,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1373,1373,Harry,2276,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1374,1374,Frederick,2277,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1375,1375,Gran. Ann,2278,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1376,1376,Nelly Aston,2279,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1377,1377,Big Anny,2280,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1378,1378,Sally,2281,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1379,1379,Dolly,2282,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1380,1380,Moses,2283,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1381,1381,Jim,2284,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1382,1382,Nelly,2285,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1383,1383,George,2286,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1384,1384,Peter,2287,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1385,1385,Henry,2288,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1386,1386,Billy,2289,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1387,1387,Jac,2290,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1388,1388,Judy,2291,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1389,1389,Big Nelly,2292,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1390,1390,Enoch,2293,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1391,1391,Tom,2294,1818-03,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1393,1393,Matthew,1109,1826-11-02,5,St. Thomas's Manor
http://jesuitplantationproject.org/api/items/1394,1394,Billy,2224,1812,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1395,1395,Sucky,2225,1812,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1396,1396,Matthew,2226,1812,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1397,1397,Sucky,2227,1812,3,St. Inigoe's Manor
http://jesuitplantationproject.org/api/items/1399,1399,Clare,6138,1790,2,Newtown
http://jesuitplantationproject.org/api/items/1400,1400,Jenny,6145,,2,Newtown
http://jesuitplantationproject.org/api/items/1402,1402,Jem,6173,1791,2,Newtown
http://jesuitplantationproject.org/api/items/1403,1403,Alzire,7094,1826-03-08,1120,Abroad
http://jesuitplantationproject.org/api/items/1404,1404,Larraine Venus,7004,1818-06-10,,
http://jesuitplantationproject.org/api/items/1405,1405,Clem,7030,1816-11-11,,
http://jesuitplantationproject.org/api/items/1406,1406,Harrison,7031,1816-11-11,,
http://jesuitplantationproject.org/api/items/1407,1407,John,7032,1816-11-11,,
http://jesuitplantationproject.org/api/items/1408,1408,Michel,7033,1816-11-11,,
http://jesuitplantationproject.org/api/items/1409,1409,Ned,7034,1816-11-11,,
http://jesuitplantationproject.org/api/items/1410,1410,Bill,7035,1816-11-11,,
http://jesuitplantationproject.org/api/items/1411,1411,Isaac,7036,1816-11-11,,
http://jesuitplantationproject.org/api/items/1412,1412,Tagers [?],7037,1816-11-11,,
http://jesuitplantationproject.org/api/items/1413,1413,Basil,7038,1816-11-11,,
http://jesuitplantationproject.org/api/items/1414,1414,Venus,7039,1816-11-11,,
http://jesuitplantationproject.org/api/items/1415,1415,Nelly,7040,1816-11-11,,
http://jesuitplantationproject.org/api/items/1416,1416,Sam,7054,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1417,1417,Phill,7055,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1418,1418,Nace,7056,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1419,1419,Bill,7057,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1420,1420,Scicily,7058,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1421,1421,Lewis,7059,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1422,1422,Billy,7060,1811-11-22,1120,Abroad
http://jesuitplantationproject.org/api/items/1423,1423,Jerrard,7071,1802-11-11,1120,Abroad
http://jesuitplantationproject.org/api/items/1424,1424,Bridget,7072,1802-11-11,1120,Abroad
http://jesuitplantationproject.org/api/items/1425,1425,Milly,7073,1802-11-11,1120,Abroad
http://jesuitplantationproject.org/api/items/1426,1426,Jenny,7074,1802-11-11,1120,Abroad
