Source,Target
5008,5007
5010,5009
5024,5023
5028,5027
5029,5027
5031,5030
5049,5048
5050,5048
5051,5048
5049,5051
5050,5051
5068,5065
5072,5070
5501,5073
5093,5085
5099,5085
5102,5088
5061,5094
5093,5099
5088,5102
5073,5103
5501,5103
5091,5104
5098,5104
5023,NJ006
5024,NJ006
